Time,Tank 1,Tank 2,Tank 3
644,4087.395508,387.31427,1694.310669
645,4081.003662,379.0800476,1684.941284
646,4064.35376,379.9566956,1676.988037
647,4042.064209,378.6895752,1671.383911
648,4008.222656,375.4937439,1665.140503
649,3997.943604,373.491333,1657.505493
650,4003.577637,372.0767517,1648.081177
651,4019.885742,372.1283569,1644.778809
652,4012.399414,369.3937988,1639.123047
653,4011.204834,369.1585693,1638.102905
654,3995.349121,364.1647339,1634.785156
655,3992.152344,365.0627136,1630.588379
656,3985.317871,358.0866699,1631.749878
657,3959.887207,356.2832947,1625.997192
658,3922.506104,357.837616,1623.183716
659,3935.776367,354.0977173,1619.406128
660,3934.458984,354.54953,1611.069824
661,3925.978516,348.8144836,1602.665039
662,3911.322266,345.0030823,1594.335571
663,3896.777588,344.2910461,1588.273193
664,3893.250488,347.2695007,1581.587646
665,3879.591553,346.6467896,1577.140259
666,3875.482666,342.5206909,1571.571167
667,3863.537109,341.9498291,1564.963623
668,3867.449707,340.068634,1556.111084
669,3854.883789,334.5238647,1551.533569
670,3828.773926,334.3616333,1549.363403
671,3802.484131,329.7070007,1543.898071
672,3777.484375,325.1002502,1540.268066
673,3772.04126,326.5915527,1525.392334
674,3783.628174,327.6577454,1506.522705
675,3777.734863,327.2096252,1492.793701
676,3759.74707,324.600708,1490.547241
677,3740.251221,322.8218689,1490.635742
678,3733.392578,321.0796204,1491.42395
679,3741.48584,318.8513794,1490.185425
680,3755.399414,319.794281,1487.230469
681,3748.803467,315.2567749,1485.80188
682,3748.481445,313.9083252,1480.920288
683,3738.062988,314.1207581,1477.089111
684,3733.537354,314.2735291,1471.949829
685,3713.495361,310.7408752,1468.34082
686,3709.207275,307.816803,1461.519653
687,3703.578125,305.3306274,1452.629761
688,3689.658936,303.9371643,1443.251099
689,3685.269531,301.6873474,1435.765259
690,3678.42627,299.9266357,1432.673584
691,3670.492432,298.1821289,1432.109863
692,3657.861572,296.4586792,1428.606934
693,3630.335449,300.9865723,1433.68042
694,3618.470947,299.3492126,1432.997314
695,3618.380615,301.3208008,1431.215942
696,3635.073975,296.5759583,1427.949341
697,3641.470215,293.9351501,1423.290405
698,3633.517334,293.4933777,1413.151733
699,3611.136719,288.6026917,1399.434204
700,3614.673584,290.2276306,1381.502686
701,3595.957764,288.3406677,1368.787354
702,3591.880127,285.3000793,1352.468262
703,3573.873779,281.8770142,1340.113892
704,3550.57373,281.7612305,1333.876709
705,3531.99707,280.709259,1333.505493
706,3538.730225,281.4016113,1334.253052
707,3527.637451,280.240509,1334.286011
708,3492.06665,281.6329956,1335.886108
709,3454.773438,277.94104,1336.355591
710,3441.099121,278.3648071,1335.833374
711,3450.288818,274.7480164,1335.590454
712,3468.25708,274.1472473,1333.296387
713,3463.147949,273.3170471,1329.463867
714,3460.788086,271.4397278,1319.665405
715,3450.322021,272.6135254,1304.969849
716,3426.960693,267.8388672,1290.701538
717,3406.870117,265.9121704,1278.170288
718,3409.189697,265.5543823,1265.624512
719,3412.638428,261.9541931,1251.298096
720,3392.822998,260.7271118,1240.205933
721,3370.938232,256.3778076,1220.751831
722,3349.022705,255.9487305,1216.35144
723,3335.98584,252.66745,1215.359741
724,3334.30127,250.9185028,1215.719727
725,3328.667725,252.2287598,1214.288818
726,3316.826416,253.6334381,1212.578857
727,3302.415771,249.7068787,1208.098633
728,3299.841797,248.6865234,1204.237549
729,3296.989746,246.4127045,1199.661133
730,3299.928955,244.6728668,1196.971802
731,3278.248779,245.1628418,1195.865479
